year,iso_code,2a_judicial_independence,2b_impartial_courts,2c_protection_property_rights,2d_military_interference,2e_integrity_legal_system,2f_legal_enforcement_contracts,2g_restrictions_sale_real_property,2h_reliability_police,2i_business_costs_crime,2j_gender_adjustment,2_property_rights
2013,CIV,3.710047341,4.422963966,4.221965972,3.3,4.166666667,3.974267539,6.277394997000001,4.662575648,3.910985629,0.9189189190000001,4.120011428
2013,HRV,3.592469187,2.182410979,4.65497037,8.333333332999999,7.5,5.315294425,6.9956987139999995,5.739893687,7.045819357999999,0.9459459459999999,5.5524205460000005
2013,CYP,5.774166869,5.067873196,5.5480381020000005,8.333333332999999,8.333333332999999,4.003515462,6.430209232,6.200821672999999,7.787614712000001,0.897435897,6.059029968
2013,CZE,4.77980658,3.311060952,5.005646788,10.0,8.333333332999999,3.85475774,8.231573351,5.11482934,6.391011512,0.9189189190000001,5.865710797999999
2013,DNK,9.190282867,5.565923183,7.829906451,10.0,10.0,5.958963649,9.727176307999999,8.404182032000001,6.124447458,1.0,8.088986882999999
2013,DOM,2.477352502,4.062031706,4.709793706,5.0,4.166666667,4.512744275,7.81990731,2.604562999,3.87116459,1.0,4.358247083999999
2013,ECU,2.29885623,3.636365806,4.714014968,2.5,4.166666667,4.380510817,8.638378387000001,2.2215603969999997,3.69616173,0.864864865,3.7558911939999997
2013,EGY,5.009590846,3.740749583,4.261457104,1.7,5.0,3.4080551889999997,8.579250172,3.890328827,2.464741693,0.567567568,3.314027114
2013,SLV,4.3564783369999995,4.03701658,4.33711864,4.166666667,3.333333333,3.833383955,8.165020936,4.532258168,2.794551343,1.0,4.395091996000001
2013,EST,7.780676278,5.5148624889999995,6.970814277000001,8.333333332999999,6.666666667,5.930983003,9.537778849,7.105797377999999,7.512012284,1.0,7.2614360620000005
2013,ETH,3.1317073310000003,3.10908833,3.9988306039999997,1.6666666669999999,7.5,5.546758592000001,8.534837665,4.634725927,6.628955135,0.810810811,4.502034845
2013,FJI,3.094463759,3.688576397,4.496258523,6.2,,5.10906166,7.709818901,4.903381051,7.316597662,0.914285714,5.086993898
2013,FIN,9.281800428,8.000969705,8.977692734,10.0,10.0,6.830351106,8.080379451,9.553437702,8.898011955,1.0,8.846960342000001
2013,FRA,6.61426751,5.3398873689999995,7.571235947999999,9.166666667000001,8.333333332999999,6.430501437999999,7.068798815,7.213669800000001,5.489648107000001,0.9459459459999999,6.8354604310000004
2013,GAB,3.086732357,3.7724790689999996,4.880825309,3.333333333,5.0,2.915889045,3.053378538,4.214662249,5.738102166,0.794871795,3.589285107
2013,GMB,4.732775408999999,4.721858392,5.357132958999999,3.333333333,5.833333333,5.0944586460000005,6.254444922,6.03597359,6.920741642,0.9487179490000001,5.227333289
2013,GEO,4.733760035,4.078121293,4.764383467,5.1,,6.499992719,9.948229639,7.279154265,7.145238885,1.0,6.193610037999999
2013,DEU,8.140336729,6.812488312999999,7.731892675,10.0,8.333333332999999,6.6203216220000005,7.04166521,8.186427408,6.971275965,1.0,7.759749028
2013,GHA,5.607800032999999,4.624538579,5.471742742000001,5.0,4.166666667,3.716264023,8.769052713999999,5.138951566999999,4.513775356,0.974358974,5.156234985
2013,GRC,4.431738351,2.846349088,4.844420832,8.333333332999999,7.5,4.125037966,8.011330187,5.62784679,6.51336868,1.0,5.803713913999999
2013,GTM,3.323551303,4.006264828,4.742823673,6.666666667,4.17,3.389826813,8.297315597999999,3.179979781,1.799525595,0.9459459459999999,4.2784815410000006
2013,GIN,1.7187369030000001,2.250727557,2.7079653180000003,3.0,,5.650325648,6.34151691,3.394412048,4.3487105999999995,0.72972973,3.179718377
2013,GNB,0.0,2.7,0.0,0.833333333,4.166666667,3.480968692,5.551799773,0.0,0.0,0.794871795,1.668509676
2013,GUY,4.041209244,4.161058968,4.602723695,6.666666667,2.5,4.554788309,7.070485497000001,2.98569714,4.5028653819999995,0.923076923,4.3894759510000005
2013,HTI,1.8992824119999998,2.133553515,2.212925273,0.0,2.5,3.881900279,2.666150215,3.3570617730000003,3.29664023,0.8918918920000001,2.306795734
2013,HND,3.0472571630000003,4.22877619,4.48673533,5.83,2.5,2.861203918,7.710562723,3.6545801460000003,2.27419636,0.871794872,3.8052874119999998
2013,HKG,8.873609223999999,7.7789603210000005,8.444035996,8.333333332999999,8.333333332999999,6.4633836129999995,6.7980005420000005,8.685418996000001,7.830656422000001,1.0,7.948970198
2013,HUN,5.06552467,3.135767755,4.557976568,10.0,6.666666667,6.576328444,8.044606395,5.24491905,6.281802327,1.0,6.1748435420000005
2013,ISL,7.519674418999999,6.147719339,7.144031105,10.0,10.0,6.775094571,8.750492215,8.548716366,8.501871608,1.0,8.154177736
2013,IND,5.35126357,4.676388224,5.107791127,6.666666667,6.666666667,2.5938544080000003,6.810757177,4.71527258,4.742055884,0.8,4.73307163
2013,IDN,4.770645482,4.99008659,5.4776239989999995,4.166666667,5.0,1.9149788019999998,5.93207953,5.2197817330000005,5.455218184,0.923076923,4.586226601
2013,IRN,3.9779445539999996,3.086956505,4.761049801,7.5,6.666666667,5.625799005,5.854187573,5.054628548,4.324425937,0.564102564,4.071155518
2013,IRQ,,,,,,,,,,,
2013,IRL,8.791472099999998,6.35112838,8.124875165,10.0,10.0,3.931480739,8.550024802000001,8.519761917,7.512446975,1.0,7.975687786
2013,ISR,7.9520958660000005,5.0623073210000005,6.346342243,4.166666667,8.333333332999999,3.462740316,6.0695697310000005,5.1906902839999995,6.397084736,0.9459459459999999,5.727657351
2013,ITA,4.231529019,1.894249206,5.0169378369999995,10.0,6.666666667,3.596415071,8.251282756,6.4122954729999995,5.437440014,1.0,5.72297956
2013,JAM,5.893206902999999,4.100747598,5.628675012,10.0,4.17,2.7575631869999997,6.196870696,4.273951724,1.7586876830000002,0.914285714,4.762285854
2013,JPN,8.603507751,6.3180572139999995,8.240177836,8.333333332999999,8.333333332999999,5.7950098379999995,7.847784736,8.286454382,6.998774292,0.9459459459999999,7.433127861
2013,JOR,5.7678533629999995,5.661247502999999,6.816881145,7.5,6.666666667,3.376286714,7.137781733,7.136461725,6.785422509,0.512820513,4.777873903
2013,KAZ,4.064125064,4.406229936,5.18570427,8.333333332999999,5.833333333,6.339410345,9.759237264,4.693214214,6.33825195,0.783783784,5.445776907999999
2013,KEN,5.215771747,4.899361625,5.3459701630000005,6.666666667,3.333333333,4.092266252,7.22579658,4.78498837,3.27988112,0.9459459459999999,4.848003876
2013,KOR,4.175820084,3.5326595139999997,5.355346058,6.666666667,8.333333332999999,8.105416731,8.191278027000001,6.043250057000001,5.567343273,0.9189189190000001,5.966890503999999
2013,KWT,6.438136141,4.524216759,5.721075679,8.333333332999999,8.333333332999999,5.056706724,8.947380219,5.668701378,7.075980307999999,0.513513514,5.053357923
2013,KGZ,2.52743627,2.9136136560000003,3.622128425,3.9,,6.256998493999999,9.806890441,3.426500711,5.37102226,0.783783784,4.216930671
2013,LAO,,,,,,,,,,1.0,
2013,LVA,5.009528438,3.3297658080000003,5.985760295,8.333333332999999,8.333333332999999,5.526466726000001,9.002391251,6.069023807000001,6.953990009,1.0,6.504843667
2013,LBN,1.762453564,2.2007667719999997,4.213146782,3.333333333,6.666666667,3.1594255610000004,7.588122762999999,2.9343151769999998,4.307892406000001,0.783783784,3.58403021
2013,LSO,5.13138636,4.276694828,4.327099137,7.2,,3.9279061619999998,6.426158395,6.107736074,4.885329434,0.8857142859999999,4.983272296
2013,LBR,,,,,,,,,,1.0,
2013,LBY,3.39827703,2.332075241,3.278082175,1.5,,3.6239475469999998,,1.672883951,2.451828377,0.804878049,2.353702055
2013,LTU,4.410159185,3.5494374110000004,5.413743021,8.333333332999999,6.666666667,6.769742207999999,9.689782916,5.512349854,6.398915347999999,1.0,6.304903327000001
2013,LUX,8.328180901,7.070982476,8.517172597,10.0,10.0,7.456058655,6.17918671,8.566278439,8.448321295,1.0,8.28513123
2013,MKD,4.207348257,4.187651459,5.9183414789999995,5.3,,4.1627099869999995,8.329376555,5.863042103,6.364493963999999,0.8918918920000001,5.242073423
2013,MDG,1.9509832580000002,3.01511704,3.4404902139999995,1.6666666669999999,4.166666667,2.423722901,5.248601805,3.009972704,4.479591584,0.7179487179999999,2.806155926
2013,MWI,4.998691936,4.363617874,4.789862931,6.666666667,4.2,3.010296906,8.071401262,4.9412681030000005,4.3347199089999995,0.942857143,4.897783714
2013,MYS,6.449882806000001,6.728577607999999,7.159972214,8.333333332999999,6.666666667,4.995259717,8.660113211,6.886540404,6.48081504,0.6756756759999999,5.8053933660000006
2013,MLI,3.449448344,4.080705228,4.001952093,4.2,5.0,2.632466106,5.474516142000001,4.704277763,3.086928478,0.666666667,3.391693903
2013,MLT,6.015308172,4.893327252,6.737992012,10.0,8.333333332999999,4.477411336,8.040084127,7.105010741,7.789913319,1.0,7.04359781
2013,MRT,2.218604549,2.098105243,2.545381464,3.33333,4.1666,6.2664968420000005,7.528994547999999,3.331389325,6.215050253999999,0.58974359,3.329978686
2013,MUS,6.762806157000001,5.815810316,6.847438612,8.8,,5.034199013,6.25107156,5.89458064,6.972792031,0.972972973,6.45885976
2013,MEX,3.6631742519999997,3.685345733,4.94076586,5.8,3.33,5.656196735,7.121581185,3.034803321,2.800383239,1.0,4.448027814
2013,MDA,1.589681972,2.455388016,3.6043092239999996,6.666666667,6.67,4.453710023999999,9.60021408,3.4825674889999996,6.500259534,0.756756757,4.394116825
2013,MNG,3.181545028,3.064054594,4.378726503999999,8.333333332999999,6.666666667,5.786717867999999,9.111264408,4.568803911,6.286775021,0.8918918920000001,5.400078248
2013,MNE,3.9478411560000004,4.112315633,5.17257333,7.6,,4.795719043,7.6769477770000005,5.53545238,6.19775596,0.837837838,5.1733533089999995
2013,MAR,4.199667783,4.150928337,6.423205348,6.666666667,7.5,5.089874603,7.304634200000001,6.441000558,7.200659974,0.7692307690000001,5.403686588999999
2013,MOZ,2.461235356,3.345743488,3.9279170660000005,6.666666667,5.0,0.0,6.9759229629999995,3.103053071,4.0725495380000005,0.9459459459999999,3.843577097
2013,MMR,2.670750678,2.576938007,2.822379383,2.5,5.0,1.870795505,5.497665255,3.0954840760000004,3.55300492,0.926829268,3.167173995
2013,NAM,6.12400141,5.385996217000001,6.786389818,10.0,8.333333332999999,4.822626662,4.481024576,4.798061601000001,4.93559698,1.0,6.185225622000001
2013,NPL,3.878511607,3.176690802,3.895578744,3.3,,3.371598438,8.327689873999999,4.718658163,3.931607873,0.828571429,3.954324057
2013,NLD,8.482428412,7.2328428,8.074197203999999,10.0,10.0,5.138718524,7.947613359,8.382063023999999,7.053196145,1.0,8.034562163
2013,NZL,9.582745302000001,7.828814505,8.26199763,10.0,9.166666667000001,7.18406154,9.948229639,9.143537455,7.785849889,1.0,8.76687807
2013,NIC,2.086185007,3.241697583,3.4959633080000003,5.0,5.833333333,4.9248287589999995,7.260288039,4.498421223,5.853542142999999,0.897435897,4.447827913999999
2013,NER,,4.2,4.101252833,3.333333333,3.333333333,3.161241355,6.380125552000001,4.471006667,3.7599105,0.628571429,3.332485007
2013,NGA,3.452248931,3.46594513,3.99285385,3.333333333,3.333333333,3.116641187,3.6846130710000002,2.702066983,3.164590993,0.864864865,3.133555931
2013,NOR,8.908236079,7.060188747000001,8.319821411,10.0,10.0,7.752899898,9.121524194,8.437403796,7.682399486,1.0,8.586941512000001
2013,OMN,6.843872015,5.578083185,7.070767285,8.333333332999999,8.333333332999999,5.137575707,8.711478488,7.602797347999999,8.576815306,0.58974359,5.845668764
2013,PAK,4.698028101,3.643609756,3.794412632,3.33,5.833333333,3.6024911960000003,6.556832722,3.069189181,3.045648387,0.7027027029999999,3.5542542860000004
2013,PAN,2.8464724589999997,4.185395713,5.835802519,8.33,5.0,2.985719478,8.785860187,5.884511571,4.892293315,0.9459459459999999,5.26984381
2013,PNG,8.757536129,3.8,8.271760172,7.5,4.166666667,1.010607601,6.96282759,8.406589376,7.7746868010000005,0.8857142859999999,5.93483255
2013,PRY,1.080835185,3.0241890060000003,3.693096629,2.5,3.333333333,4.187770031,8.506083724,2.08969555,4.348346005,1.0,3.6403721630000003
2013,PER,2.45075409,3.246300127,4.228868171,7.5,5.0,5.084941294,8.792407873,2.693076366,3.3271514680000003,1.0,4.702611043
2013,PHL,4.255227918,4.317626175,5.466528051,5.0,4.166666667,3.1164011780000003,7.925068367000001,4.39484433,5.526239037000001,0.8918918920000001,4.642345526000001
2013,POL,5.180656523,3.101566183,5.540382854,10.0,7.5,4.123415198,9.277711792,5.107186253,7.350750173,0.864864865,5.924226966
2013,PRT,5.817638542999999,3.652817186,6.410053365,10.0,8.333333332999999,5.503705092000001,7.58150873,7.2220023289999995,8.373858107,1.0,6.9883240760000005
2013,QAT,8.291184322000001,7.447272465,8.326973823,6.666666667,8.333333332999999,4.85642951,9.655696541000001,8.822545521,9.213083646,0.615384615,6.426824369
2013,ROU,4.103410115,3.5687940030000003,4.925332266,8.333333332999999,5.8,4.849985116,9.147847632000001,5.361123644,5.585868819,1.0,5.7417438810000005
2013,RUS,3.174560894,3.421774942,3.8896102160000003,6.7,5.0,7.547067183999999,9.608043364,3.658894112,5.785028498,0.783783784,4.834547489
2013,RWA,6.474835,6.261825,7.1071983329999995,6.1,,3.73125763,9.362353277,7.953110000000001,8.557483332999999,0.9487179490000001,6.76546916
2013,SAU,7.022562594,5.4137927679999995,6.868123915,8.333333332999999,8.333333332999999,4.008070388,9.848806100000001,7.0162481979999995,7.70801546,0.435897436,5.149470115
2013,SEN,4.205931013,4.571227363999999,4.91043112,4.2,5.0,2.788290415,3.6617433310000003,6.044068974,5.858788207999999,0.641025641,3.7598158789999996
2013,SRB,2.592092816,2.509358239,3.5762091710000004,6.666666667,5.833333333,3.6131222480000003,8.091920835,4.7142042669999995,5.296794759,1.0,4.765966926
2013,SYC,5.197458798,4.482801894,5.252647057,8.6,,4.064276714,7.075346502,5.19739749,5.270841579,0.974358974,5.570255277
2013,SLE,3.014806342,3.046596609,4.002114831,4.166666667,5.833333333,4.183306561,5.391561338,3.992475391,4.6787133139999995,0.837837838,3.911488075
2013,SGP,7.779989531,7.118874139,8.729053143,8.333333332999999,8.333333332999999,7.766531454,8.994561967000001,8.603103022,8.617689599,0.972972973,8.141414827
2013,SVK,2.099165582,2.200223008,4.737150638999999,10.0,6.666666667,4.534445658,9.688162581,4.266441359,5.90979442,1.0,5.566894435
2013,SVN,3.9213750569999997,2.382382366,5.2989924,9.166666667000001,7.5,4.228332095,7.27311102,6.554470655,7.574464345,0.9459459459999999,5.827004822
2013,ZAF,7.398823264,6.7593079110000005,7.666299706,8.333333332999999,3.33,3.925506183,7.527307867,4.394316177,2.9200646710000004,1.0,5.806106568
2013,ESP,3.6717192410000004,3.8388002130000003,5.536760309,8.333333332999999,8.333333332999999,5.496974992999999,7.768070603,8.009479537999999,6.963813243,1.0,6.439142756
2013,LKA,4.391878413,4.887151675,5.5056817239999996,3.333333333,4.166666667,3.6146434469999997,7.359711578,4.418266634,6.309040488,0.9189189190000001,4.689238065
2013,SDN,,,,,,,,,,,
2013,SUR,4.747271494,3.2040601210000004,3.7560531910000003,5.0,5.0,2.745757539,3.493336875,5.745499356,5.512717391,0.974358974,4.300230184
2013,SWZ,4.123281402,4.441616417,5.491338728,5.1,,1.5912937440000001,7.269266227999999,5.9526745000000005,5.816708667,0.692307692,4.208153621
2013,SWE,7.844070897000001,6.750356203,7.820103483,9.166666667000001,10.0,6.14969173,8.321952355,7.802192587,6.922417338,1.0,7.8641612510000005
2013,CHE,8.450411712000001,7.075209535,8.726935768999999,10.0,8.333333332999999,6.067159306000001,9.598998829,8.703973668,7.682483937000001,1.0,8.293167343
2013,SYR,0.0,0.0,0.0,3.333333333,7.5,3.219695307,4.640914488,0.0,0.0,0.487179487,1.54451382
2013,TJK,4.322916667,4.516129096,4.754385948,3.3,,5.674560361,8.084496635,4.754385948,5.6529212,0.756756757,4.508254612
2013,TZA,3.672898591,4.1565168130000005,4.2463697819999995,6.666666667,8.333333332999999,5.71449012,7.25455052,4.110412122,5.248720283,0.914285714,5.254071748
2013,THA,4.670751032,4.252671195,5.154256537,3.333333333,4.166666667,6.237189244,7.89132073,3.668202322,5.353741376,0.864864865,4.633995703
2013,TLS,3.8501882660000004,3.216529876,2.997392829,5.3,,0.0,,4.292972477,4.733810622,1.0,3.484413439
2013,TGO,,3.8,7.994002801000001,0.0,5.0,3.147057395,1.9429854930000001,6.94778504,8.202081161,0.897435897,4.391842115
2013,TTO,5.999644592999999,3.812035435,5.213455076,8.333333332999999,3.33,2.9644980469999997,6.243780052000001,3.464499688,2.091688291,0.974358974,4.546831849
2013,TUN,4.2614397539999995,4.229206287,4.992945208,6.666666667,8.333333332999999,4.881959393,7.25779119,5.1406270339999995,4.369246671,0.794871795,4.999038586
2013,TUR,3.4528587560000004,4.456694963,5.936298888,3.333333333,5.833333333,5.786381379,8.571759626,4.299568762,5.838991342999999,0.9189189190000001,5.064796768
2013,UGA,3.3062656510000004,4.160181433,4.00277759,3.333333333,5.833333333,4.869959497,8.332683571,4.540469431,3.953254391,0.914285714,4.502002066
2013,UKR,1.693749224,2.454373839,2.8295192960000004,8.333333332999999,6.666666667,4.8026205,8.832298113,2.7473166260000004,4.750189083,0.756756757,4.20743894
2013,ARE,7.68235999,6.571823193999999,7.432784256000001,8.333333332999999,6.666666667,5.330703767,9.896459278,8.651389815,9.199205944,0.538461538,5.962797115
2013,GBR,8.668811039,7.361175221,8.698251071,10.0,8.333333332999999,4.746843341,8.081594702,7.678392325,6.742573892999999,1.0,7.812330547
2013,USA,6.83660402,6.091506302999999,7.248838144,6.666666667,8.333333332999999,5.446118366,8.923824621,7.891955907000001,5.331723317,1.0,6.9745078529999995
2013,URY,7.690398700000001,4.896112756,6.498809136,5.833333333,4.166666667,3.8462626319999997,6.451671664,5.137183541000001,4.69258156,1.0,5.468113332000001
2013,VEN,0.192061884,0.637051983,0.8699594959999999,0.833333333,1.6666666669999999,3.212148767,8.195461557,1.214753016,1.4799966009999999,1.0,2.033492589
2013,VNM,4.004807219,3.894146937,4.342123716000001,5.0,6.666666667,5.687988777999999,8.725516721,4.447830982,5.863946941,0.8205128209999999,4.91872505
2013,YEM,2.130663609,2.324770008,3.47139992,5.83,3.333333333,3.78080299,9.049234261,2.117839,2.410379748,0.615384615,3.091525129
2013,ZMB,4.52234273,4.781928678,6.02346165,8.333333332999999,6.666666667,3.508418602,4.679061486,5.072290403999999,5.978081271000001,1.0,5.5072872020000005
2013,ZWE,2.508190091,3.2350906960000003,2.284086022,3.333333333,5.0,2.374700829,6.821422047,3.267243853,6.198007982999999,0.837837838,3.575827462
2012,ALB,2.220287917,3.229333792,3.0756115,8.333333332999999,4.166666667,4.338835053,5.7276304289999995,4.492724667,5.418315582999999,0.962962963,4.4714921069999995
2012,DZA,3.6901885439999997,2.806609662,3.7069410769999998,5.0,5.0,4.386015533999999,6.475498253,4.577515964,5.103555078,0.7307692309999999,3.91791578
2012,AGO,2.40196,2.461703333,2.9411766669999997,3.333333333,4.166666667,2.302200397,5.404111927000001,3.285715,3.989898333,0.962962963,3.302877736
2012,ARG,2.2938914969999997,2.0978570309999998,2.4519766119999997,7.5,3.3,4.772538354,6.819396628,2.932123673,4.364055965,0.962962963,3.983924912
2012,ARM,3.251128778,4.19086035,5.925755991,5.833333333,5.0,5.014408766,9.834834213999999,5.074950077,7.889837188,1.0,5.779456522
2012,AUS,7.90158432,5.755223047,7.058891147000001,10.0,9.166666667000001,6.163151928,8.271397245,8.306306812999999,7.275386467000001,1.0,7.766511959
2012,AUT,6.837838982999999,5.951822197,8.146518262,10.0,10.0,6.378971834,8.10049394,8.212631375,8.32348601,1.0,7.9946402889999995
2012,AZE,3.803804565,4.633253546000001,4.964515602,5.833333333,5.833333333,7.5544194760000005,9.627752768999999,5.5357536529999996,7.877120134,0.923076923,5.946932309
2012,BHS,,6.596738383,,10.0,7.5,5.490581382999999,3.716887055,,,0.9459459459999999,6.480818625
2012,BHR,5.857567406,5.08992065,7.5149810079999995,5.0,7.5,4.785814418,8.526603297000001,6.653212959,5.751165822000001,0.5365853660000001,4.838473888999999
2012,BGD,2.39189355,3.6942595189999996,3.9252684860000002,4.166666667,3.333333333,0.941148344,3.1673215239999997,2.715884535,4.774569308,0.814814815,2.934993659
2012,BLR,,,,,,,,,,,
2012,BEL,7.377462984,5.231474587,7.351332068,10.0,8.333333332999999,5.583266127999999,4.615816087,7.723070547000001,7.55810551,1.0,7.085984582999999
2012,BLZ,7.057280467999999,4.77677146,7.099978772999999,6.8,,3.329065561,7.288231811,7.9163989070000005,7.981496365,0.837837838,6.001599979
2012,BEN,2.896398651,3.756165343,4.066284517,7.1,,1.068746974,3.886170025,5.6801874660000005,5.294055253,0.8620689659999999,3.927569923
2012,BTN,,,,,,,,,,0.923076923,
2012,BOL,3.50721584,4.009745132,3.68895016,5.0,4.166666667,3.993334023,6.735226572999999,3.656263744,4.626946384,0.8888888890000001,4.132925462
2012,BIH,4.789286667,4.334689167,4.465319999999999,4.9,,3.914579315,7.785349505,7.296133332999999,8.701089999999999,0.962962963,5.666392924
2012,BWA,7.174972261000001,5.947210202000001,6.571670926,8.333333332999999,5.833333333,3.3360712510000003,8.040084127,5.734200177999999,6.1470495629999995,0.962962963,6.228909536000001
2012,BRA,4.778709672,4.008970466,5.997354014,6.666666667,3.333333333,3.997439337,8.578373658,5.550550996,4.003645122,0.962962963,5.116249573999999
2012,BRN,6.732558265,5.230349974,5.966230521,8.333333332999999,8.333333332999999,4.1711035260000004,4.802773258,7.196535701,8.613683513,0.794871795,5.921072792
2012,BGR,2.668193851,3.0412566439999997,4.2299854980000005,8.333333332999999,4.166666667,4.767973315,8.782148087000001,3.971232572,4.85458291,0.961538462,4.883726532
2012,BFA,1.827415723,3.602096633,4.451309857,4.166666667,5.0,2.139195153,4.690602869,5.1067131119999996,4.858227173,0.962962963,3.908720249
2012,BDI,1.112165366,2.531119602,2.775739667,1.8,,2.65461566,8.456743866,1.824563776,4.598033191,0.8620689659999999,2.9971141830000003
2012,KHM,2.945370221,4.180954657,4.405421887,5.9,,1.824541681,7.495313256,3.830222647,5.910993407,1.0,4.56160222
2012,CMR,2.134573925,3.621886789,4.749525981000001,5.0,3.333333333,2.168525641,3.3746655760000004,5.429800857999999,5.419660457000001,0.75862069,3.4422042160000004
