year,iso_code,country,economic_freedom,rank,quartile,gdp_growth,1a_government_consumption,1c_gov_enterprises,1d_top_marg_tax_rate,1_size_government,2a_judicial_independence,2b_impartial_courts,2c_protection_property_rights,2d_military_interference,2e_integrity_legal_system,2f_legal_enforcement_contracts,2g_restrictions_sale_real_property,2h_reliability_police,2i_business_costs_crime,2j_gender_adjustment,2_property_rights,3a_money_growth,3b_std_inflation,3c_inflation,3d_freedom_own_foreign_currency,3_sound_money,4a_tariffs,4b_regulatory_trade_barriers,4c_black_market,4d_control_movement_capital_ppl,4_trade,5a_credit_market_reg,5b_labor_market_reg,5c_business_reg,5_regulation
2009,KOR,"Korea, South",7.35,37.0,2.0,"0,707518483",5.067121903,7.0,6.0,6.572400084,4.982956252,3.913742231,6.181283962999999,5.0,10.0,8.105416731,8.115681077,6.214438101,6.048139186,0.962962963,6.3863536,9.19475617,9.327317929,9.434822242000001,10.0,9.489224085,5.642222222000001,7.016763566,10.0,7.640769024,7.574938703,9.142506709,4.441216385,6.651729202,6.745150766
2009,KWT,Kuwait,7.1,57.0,2.0,"-7,076102807",1.294117647,7.0,10.0,6.439060747,6.554742978999999,5.438269761,6.529860522999999,8.333333332999999,8.333333332999999,5.056706724,8.796186319,6.737090495,8.860094508,0.592592593,5.719143154,9.036630039,3.2219346360000003,9.206121897000001,10.0,7.8661716429999995,8.839555556,7.091236144,10.0,4.2412607730000005,7.543013117999999,9.781748361,7.303574405,6.699400261,7.928241009
2009,KGZ,Kyrgyz Republic,6.91,69.0,2.0,"2,886294568",6.047818628,8.0,9.0,8.074685673,1.77479175,2.780436625,2.9601595,4.9,,6.743088512999999,9.149467967,2.7003935830000003,5.335227583,0.962962963,4.458817066,7.622228326,7.126543383,8.627543331,10.0,8.34407876,8.688711111,2.396293425,10.0,4.398208219,6.370803189,8.945402274,6.435110522,6.553343547000001,7.311285447
2009,LAO,Laos,,,,"7,501774913",,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2009,LVA,Latvia,7.33,38.0,2.0,"-17,95499387",4.65,7.0,6.5,5.583916512999999,4.441190099,3.073127416,5.453627421,8.333333332999999,8.333333332999999,6.732294994,8.548809551,5.104541346,7.342203381,1.0,6.373606764,8.770928057999999,7.519829633,9.294465308,10.0,8.89630575,8.223333333,7.781038832999999,10.0,6.5123440729999995,8.12917906,9.666666667000001,7.156013346,6.231039306,7.684573106
2009,LBN,Lebanon,,,,"10,30091265",,10.0,,,,,,,,,,,,0.7777777779999999,,,,,,,,,,,,,,,
2009,LSO,Lesotho,6.03,115.0,4.0,"3,357937755",3.5,2.0,,4.898421375,3.727207369,3.0690940589999998,4.438944557,7.3,,3.81515558,5.461487115,4.213455557,4.776287848,0.9259259259999999,4.429826084,8.103311033999999,8.945925385,8.568157102999999,5.0,7.654348381,4.664666667,5.1388279080000006,10.0,4.688225692,6.122930067,9.091856715,7.118905252,4.951383648,7.054048539
2009,LBR,Liberia,,,,"13,76159475",,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2009,LBY,Libya,,,,"2,1",,,,,,,,,,,,,,0.804878049,,,,,,,,,,,,,,,
2009,LTU,Lithuania,7.55,18.0,1.0,"-14,74171262",4.658823529,10.0,7.5,6.72686248,4.320406322,3.855219622,5.558696411000001,8.333333332999999,6.666666667,6.958152875,9.680333297999999,5.082124438999999,7.497478346,1.0,6.439156812999999,9.424709687,8.085001359,9.110855452000001,10.0,9.155141625,8.223333333,7.403432372999999,10.0,5.099593421000001,7.6815897820000005,9.856703047,7.107410474,6.227599818,7.730571113
2009,LUX,Luxembourg,7.51,22.0,1.0,"-5,556200253",1.764705882,7.0,5.0,4.2888149030000005,8.111851264,7.496572165,8.729972329,10.0,10.0,7.456058655,6.0990674920000005,8.300936384,8.63611681,1.0,8.314508344,9.276256873,9.013675427,9.926497104,10.0,9.554107351,8.223333333,8.878054482000001,10.0,6.123052661,8.306110119,8.305564306,5.520604006,7.408259093,7.078142467999999
2009,MKD,Macedonia,6.89,72.0,3.0,"-0,920267749",5.885294117999999,4.0,7.5,5.83338075,3.2387825739999996,3.418834002,4.416507681000001,5.7,,5.664960444,7.851968266,5.316586152,6.605057931,0.962962963,5.178872555,7.624919042999999,9.253001178,9.946550508,5.0,7.956117682,7.983111111,7.1127803620000005,10.0,4.837535389,7.483356715,9.769454939,7.859267997999999,6.337321827,7.9886815879999995
2009,MDG,Madagascar,6.28,103.0,3.0,"-4,01378169",8.014705882000001,10.0,7.0,8.753676471,2.5011907819999997,3.18715251,3.3426451260000003,1.6666666669999999,4.166666667,2.423722901,5.380086299999999,2.912035147,3.986651795,0.8620689659999999,3.0586363339999996,8.571400143,8.41678038,8.208651782999999,5.0,7.549208076,7.080977777999999,6.313257636,10.0,1.3931025069999998,6.19683448,6.332517716,5.249501045,5.913050597000001,5.831689786
2009,MWI,Malawi,6.22,106.0,3.0,"9,03583527",6.382352941000001,6.0,5.0,6.7161604420000005,6.082843679,4.887437457,5.307898926,6.666666667,5.0,3.1132706430000003,8.022061404,5.939569085,5.762193647999999,0.9259259259999999,5.433458762000001,6.498827147999999,8.047883866,8.315591145,0.0,5.715575539,6.016,4.131647255,10.0,4.520989127,6.167159095,8.451874527000001,6.990481118,5.701225831,7.047860492000001
2009,MYS,Malaysia,6.6,87.0,3.0,"-1,513682716",5.285294118,2.0,8.0,6.047415075,5.564221794,5.856206278999999,6.820977536,8.333333332999999,6.666666667,4.384891722,8.119864607,6.051626617999999,5.736613547,0.666666667,5.327259454,8.600429476,7.524032941000001,9.883338319,0.0,6.501950184,6.070987422000001,6.650340422,10.0,5.622591673,7.085979879,9.62090544,7.754029572,6.6770664779999995,8.01733383
2009,MLI,Mali,6.04,113.0,4.0,"4,457421986",5.352941176,4.0,,6.450980392000001,3.07955512,4.193015218999999,4.219702924,5.833333333,5.0,2.632466106,5.540258389,3.864648822,6.7860764289999995,0.7241379309999999,3.9414804919999997,9.251891471,8.220290614,9.560124935,0.0,6.758076755,7.444488889,5.5495707020000005,10.0,2.32934788,6.330851868,8.968021462000001,5.543631781,5.716060393999999,6.7425712120000005
2009,MLT,Malta,7.64,17.0,1.0,"-2,8",4.3911764710000005,6.0,7.0,5.795373968,6.734109332999999,5.176424083,7.18827675,10.0,8.333333332999999,,,7.168800833,8.683997167000001,1.0,7.6121345,8.405490484,9.855018894,9.582928534,10.0,9.460859478,8.223333333,7.454363667000001,10.0,6.894995893,8.143173223,9.383305161000001,7.687410229,4.5348548289999995,7.20185674
2009,MRT,Mauritania,6.04,113.0,4.0,"-1,220190914",5.529411765,10.0,5.0,6.843137255,2.3077539519999997,3.88244529,4.226097345,3.333,3.333,6.2664968420000005,7.364638929,2.88472763,6.50388774,0.655172414,3.6875446189999996,8.210065225,4.068048035,9.555815935,5.0,6.708482299,7.4058,4.836714315,10.0,1.5137478780000002,5.939065547999999,8.539039039,7.059457725,5.4545952920000005,7.017697352000001
2009,MUS,Mauritius,7.85,10.0,1.0,"3,006524399",7.064705882,6.0,9.5,7.792441486,6.375461282000001,5.939107186,7.156852282000001,7.9,,4.54639477,6.02428071,5.442845494,6.487643182999999,1.0,6.234073112999999,8.285965819,9.01565539,9.490037742,10.0,9.197914738,9.145900698,7.435913147999999,10.0,6.787144501,8.342239587,8.896391618,7.462032285,6.741373487000001,7.699932463
2009,MEX,Mexico,6.53,93.0,3.0,"-4,700339936",7.252941176,6.0,6.0,6.437894695,3.692702923,3.736384095,4.8767782230000005,7.5,3.333333333,5.392658621,6.8921579920000005,2.558421987,2.7980397,1.0,4.531164097,8.290353254,9.639211708,8.940768978,5.0,7.967583485,6.663111111,7.329926301,10.0,4.218359967,7.052849345,8.581428204,5.465929685,5.9552387389999994,6.667532209
2009,MDA,Moldova,6.66,84.0,3.0,"-5,98957986",6.029411765,8.0,7.0,6.666878204,2.115325,3.351905833,3.855413333,6.666666667,7.5,6.443929855,9.609663699,3.6610150000000004,6.784851667000001,0.9259259259999999,5.348592788,8.014333415,7.965348696,9.98901933,5.0,7.74217536,8.642844444,5.451603355,10.0,3.135202867,6.807412667,8.935764333,5.375482686000001,5.908067507999999,6.739771509
2009,MNG,Mongolia,7.03,63.0,2.0,"-1,268598942",5.814705882,7.0,9.0,7.109886244,2.643211102,3.0389093889999996,3.9364771939999996,8.333333332999999,6.666666667,6.238903467999999,9.068943666000001,4.396051987,6.320757027000001,0.9259259259999999,5.418619752000001,7.017276258,6.15369902,8.744153414,10.0,7.978782173,9.211111111000001,4.5957956310000005,10.0,4.141801973,6.987177179,9.449910501,7.236863121,6.259963656,7.648912426
2009,MNE,Montenegro,7.16,50.0,2.0,"-5,7",5.617647058999999,4.0,7.0,5.539215686,5.1638116919999995,5.2093613119999995,6.252479675,7.8,,4.795719043,7.573407055,6.192243725,8.286493143,0.962962963,6.290500762000001,9.729057298999999,8.735731081,9.306655253999999,5.0,8.192860908,8.123333333,7.384757785,10.0,6.217649017,7.931435034,9.79739327,8.288575278,5.431477028,7.839148526000001
2009,MAR,Morocco,6.26,104.0,3.0,"4,758347025",4.71246985,8.0,4.0,6.334924668999999,4.137931039,4.84352714,5.701284181,6.666666667,8.333333332999999,4.298549802,7.501050775,5.541427337999999,6.926438214,0.8275862070000001,5.477703161,8.967708906,9.300302517,9.800878017999999,0.0,7.01722236,5.410711111,6.588836202,10.0,4.179095741,6.544660764,7.416898535,4.118565157,6.180852389,5.905438694
2009,MOZ,Mozambique,5.47,130.0,4.0,"6,334019034",7.727108706,0.0,6.5,4.742369569,3.221883664,4.017785406000001,3.8858937910000004,6.666666667,5.0,0.0,5.951990776000001,4.528047251,5.029100687,0.962962963,4.1768981830000005,7.623405301,9.162229997,9.349661456,0.0,6.533824189,7.5074,5.579290879,10.0,1.9941092009999999,6.27020002,8.45243226,3.062126681,5.379697016000001,5.631418652000001
2009,MMR,Myanmar,4.22,141.0,4.0,,8.52810311,4.0,5.0,5.842701037,,2.9,,1.6666666669999999,5.0,,,,,0.926829268,3.0722222219999997,8.26003207,7.0474877629999995,9.705531377,0.0,6.253262802,5.345066667,,0.0,0.0,1.781688889,2.206733626,,,4.146089699
2009,NAM,Namibia,6.93,68.0,2.0,"-1,458812021",4.326470588,10.0,6.0,7.322944452000001,7.43373033,6.50463635,7.736125768,10.0,8.333333332999999,6.25454773,6.40968966,5.901912837,4.979253878,1.0,7.061469987000001,8.116827444,8.018983897,8.243517351,0.0,6.0948321729999995,5.458088889,6.01555106,10.0,3.818188877,6.322957206,9.777350065,7.659074703,6.041921499,7.826115422000001
2009,NPL,Nepal,5.86,121.0,4.0,"4,53307872",8.201032989,7.0,,7.600516494,3.68150867,2.8381247860000003,3.4141238169999997,1.5,,3.371598438,8.327689873999999,3.108011137,3.347360875,0.7777777779999999,3.287601955,7.771070022999999,9.052968125,7.678379383999999,0.0,6.125604383,6.615644444,4.811667826,10.0,4.61661864,6.510982727999999,6.639081797999999,5.853324172000001,4.773891635,5.755432535
2009,NLD,Netherlands,7.44,27.0,1.0,"-3,667576572",0.5147001760000001,7.0,3.0,3.445800611,8.709235609,7.159997385,8.06672507,10.0,10.0,5.108337898,7.86256679,8.306344805,6.785346617999999,1.0,7.999839353,8.686609262000001,9.563268921,9.76154277,10.0,9.502855237999999,8.223333333,8.280460703,10.0,7.654483454,8.539569372999999,9.709637483,6.7389892620000005,6.706977437000001,7.718534727000001
2009,NZL,New Zealand,8.27,3.0,1.0,"2,205663711",4.165013758,7.0,5.0,5.562785334,9.59664288,7.539424897999999,7.878876241,10.0,9.166666667000001,7.4757155520000005,9.929330401,8.638036574,7.649533491000001,1.0,8.652691856,9.758483857,9.409830797,9.621936989,10.0,9.697562911,9.072711111,8.782743672,10.0,7.076406649,8.732965358,9.856081378999999,8.51174475,7.732026037000001,8.699950722
2009,NIC,Nicaragua,7.09,58.0,2.0,"-2,759448575",8.647058824,6.0,6.0,7.616261783,1.8101589169999999,2.4247200419999997,3.465177167,5.0,6.666666667,4.766563799,6.374520725,4.2359335830000004,5.03213875,0.896551724,4.190945173999999,7.090278331,8.473123009,9.262599679,10.0,8.706500255,8.452,5.654935478,10.0,7.077841684,7.79619429,8.995242818,6.768352175,5.717157076,7.16025069
2009,NER,Niger,5.7,127.0,4.0,"-0,712671174",6.558823529,7.0,,7.799353528999999,,4.4,,5.0,3.333333333,2.735912589,5.722703077999999,,,0.76,3.7297830239999996,8.148620736,8.725609021,9.138755981000001,0.0,6.503246433999999,6.242105408,1.221446048,10.0,0.0,4.365887863999999,9.794103218,3.29697768,5.171083777,6.087388225
2009,NGA,Nigeria,5.89,119.0,4.0,"6,934416004",7.485294118,2.0,7.0,6.525493512000001,4.136705447,4.199177657,3.8825890110000003,3.333333333,3.333333333,5.076128700000001,3.4502625260000004,3.0706848669999998,4.231683803,0.9259259259999999,3.714244303,5.962430757000001,5.996629576,7.692465451,5.0,6.162881446,7.2224,5.036102393,7.05802969,3.4938873960000003,5.70260487,9.409935331,8.352751516,4.267489232,7.343392026
2009,NOR,Norway,7.5,24.0,1.0,"-1,634933111",1.638180253,8.0,4.5,4.737678578,8.705418694,7.514506619,8.442107758999999,10.0,10.0,7.752899898,9.121524194,8.703756998,8.618547422,1.0,8.762084621,9.671821553,7.70405652,9.566630553,10.0,9.235627156,6.227408484,7.233569106,10.0,6.396769379,7.464436742,9.899598982999999,5.067437493,6.8904442139999995,7.285826897000001
2009,OMN,Oman,7.13,55.0,2.0,"1,1",2.058823529,0.0,10.0,5.421994711,6.8385365810000005,6.60498496,7.522744802999999,8.333333332999999,8.333333332999999,5.137575707,8.711478488,8.141871717999999,9.117256187999999,0.5862068970000001,6.057646159,7.880651929,2.263244979,9.212831107000001,10.0,7.3391820039999995,7.9066666670000005,7.434268755,10.0,6.677830016000001,8.004691359,9.736851689,8.847629115,7.8327724629999995,8.805751089
2009,PAK,Pakistan,6.12,109.0,4.0,"2,831658519",9.1,6.0,10.0,8.652520436,4.255948257,3.508636318,4.278889288,1.6666666669999999,5.0,3.553882195,6.030894742,3.43417486,3.693068404,0.740740741,3.4255999060000004,8.94165014,7.711090378,7.270540932,0.0,5.980820362,6.7728444439999995,6.216347067,10.0,2.261539772,6.312682821,7.662194607999999,5.5852656970000005,5.376823681,6.208094662000001
2009,PAN,Panama,7.25,46.0,2.0,"3,974164892",6.176470588,8.0,6.0,7.183082225,2.515722926,3.8241680189999996,6.240481852,8.333333332999999,5.0,2.25658445,7.620183719,4.7665489999999995,4.718251852,0.962962963,4.937427125,7.95420645,8.878720912999999,9.518189392,10.0,9.087779188999999,7.878248317000001,7.557937885,10.0,7.546421242999999,8.245651861,9.185880577999999,5.320485061,5.934251461000001,6.813539033
2009,PNG,Pap. New Guinea,6.83,75.0,3.0,"5,5",7.7977607970000005,8.0,4.0,7.2284592729999995,,3.8,,7.5,4.166666667,1.010607601,6.96282759,,,0.9259259259999999,4.5143899869999995,7.8006170820000005,6.726233925,8.616334935,5.0,7.035796486000001,6.831111111,6.173805449,10.0,4.786471797,6.947847089,8.953405235,8.638212586,7.748739398,8.44678574
2009,PRY,Paraguay,6.56,89.0,3.0,"-3,965695886",7.88201491,4.0,8.5,7.4085356220000005,1.165947287,2.568657181,3.2221880869999997,2.5,3.333333333,4.187770031,8.506083724,2.136063105,4.003365939,1.0,3.513712076,7.064178468,8.255037726,9.481610652999999,10.0,8.700206712,7.910222222000001,5.510524602,10.0,5.46893506,7.222420471,8.070953497,4.340575645,5.42315366,5.944894268
2009,PER,Peru,7.51,22.0,1.0,"1,049228626",7.754392452,7.0,6.0,7.5114863960000005,2.6892047760000004,3.443889238,4.710809905,7.5,5.833333333,5.06986844,8.782958255,3.470628105,4.30295789,1.0,5.0892944380000005,8.380652261,9.14199543,9.412753692999999,10.0,9.233850346,8.587111111,7.405658438,10.0,8.254736989,8.561876633999999,8.422628957999999,7.3111186660000005,5.65722844,7.130325355
2009,PHL,Philippines,6.66,84.0,3.0,"1,148330409",8.335294118,7.0,7.0,7.878782657,3.073351592,3.057867475,4.447736087,5.833333333,4.166666667,3.420207439,7.962866842,4.0353340410000005,5.06930368,0.8275862070000001,4.169604137,8.437408368,9.120420272,9.35483871,5.0,7.978166838,7.718711111,6.764490714,10.0,2.239635636,6.680709365,8.236385841,6.017235102999999,5.454525085,6.569382009
2009,POL,Poland,7.16,50.0,2.0,"1,79123257",4.947058824,7.0,5.5,5.625616977000001,5.556509458,3.4810560789999996,5.979186273,10.0,7.5,4.270864972,6.995831406000001,5.630519135,7.0878112689999995,0.962962963,6.161716595,8.478019379,9.580118694,9.234804425,10.0,9.323235625,8.223333333,6.7890319670000006,10.0,4.680392909,7.423189552,8.584684685,7.4538615660000005,5.78488397,7.27447674
2009,PRT,Portugal,7.17,48.0,2.0,"-2,908357436",4.326470588,8.0,3.5,4.967134637,5.475829019,3.135714315,6.730924879,10.0,8.333333332999999,5.552314094,7.548637607000001,6.7565605820000005,7.720433558,1.0,6.805971932,9.079575714,9.514162991000001,9.835,10.0,9.607184676000001,8.223333333,7.810982994,10.0,6.412882412999999,8.111799685,8.144739615,5.164842465,5.816416224,6.375332768
2009,QAT,Qatar,,,,"11,95755129",,,,,,,,,,,,,,0.615384615,,,,,,,,,,,,,,,
2009,ROU,Romania,7.45,26.0,1.0,"-6,798769638",8.573529412000001,7.0,6.5,7.1441502770000005,4.12367869,3.1965714139999997,5.286908626000001,8.333333332999999,6.666666667,4.849985116,8.665511992,5.266142891,7.779122276,1.0,6.018657889,8.149744242,9.104445845,8.882467301,10.0,9.034164347,8.223333333,7.42615898,10.0,6.601213948,8.062676566,7.706840582000001,7.048138697000001,6.162594005,6.972524428
2009,RUS,Russia,6.43,95.0,3.0,"-7,821508547",3.35,10.0,8.5,6.662517076,2.872364695,3.12940644,3.231463072,7.5,6.666666667,7.532699088999999,9.154461664,2.8923663339999997,5.764528652,0.962962963,5.315698972,8.280117013,7.2335383460000005,7.6691844289999995,10.0,8.295709947,4.308666667,4.536138984,10.0,3.513938533,5.589686046000001,8.053057321,6.104599512999999,4.689357586,6.28233814
2009,RWA,Rwanda,6.89,72.0,3.0,"6,246056782",9.117647059,0.0,,5.930262696000001,6.801806667,5.5387699999999995,6.592345,5.4,,3.9493470719999997,8.829057443,8.029513332999999,8.973263333,0.931034483,6.531012412999999,8.698675944,8.403000021,7.92703309,5.0,7.507177264,6.622977777999999,4.716030841,10.0,3.29681154,6.15895504,8.550588233,8.469743022000001,7.886556757999999,8.302296004
2009,SAU,Saudi Arabia,,,,"1,829175774",,,,,,,,,,,,,,0.413793103,,,,,,,,,,,,,,,
2009,SEN,Senegal,6.05,112.0,4.0,"2,423175916",7.2852941179999995,6.0,0.0,5.821323529,3.488938451,4.079709502,5.070387635,3.333333333,5.0,3.389826813,2.6942930260000004,5.394509352999999,7.937155449,0.75862069,3.945969026,9.317028187,8.984976342000001,9.789842382,0.0,7.022961727999999,7.393377778,7.11209133,10.0,3.563678397,7.017286876,9.495822206,4.594208684,5.199207573,6.429746154
2009,SRB,Serbia,6.58,88.0,3.0,"-3,505767581",5.7601714920000004,8.0,7.5,6.350908056000001,2.545155245,2.71355525,3.68195781,6.666666667,5.833333333,3.923004635,7.392649047000001,4.377241677,5.709415589,1.0,4.760331028,8.912335897,8.52450214,8.443574932999999,5.0,7.720103242,8.053644444,6.992115116,10.0,4.032075867,7.269458857,9.600063895,5.714203338,5.1398479,6.818038378
2009,SYC,Seychelles,,,,"-1,107181169",,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,
2009,SLE,Sierra Leone,6.18,108.0,4.0,"3,249939162",8.764705882000001,4.0,,7.5882352939999995,,3.8,,4.166666667,5.833333333,1.5833760280000002,4.364388481000001,,,0.8214285709999999,3.59691425,8.215209088,8.795826923,8.149544043999999,5.0,7.540145014,6.702488889,6.048917445,10.0,1.969066669,6.180118251000001,5.716504509,5.391666667000001,6.879596377,5.995922517
2009,SGP,Singapore,8.77,2.0,1.0,"-0,603388298",5.4647058820000005,8.0,10.0,8.366176471000001,7.73046509,8.031347257,8.90217987,8.333333332999999,8.333333332999999,7.766531454,8.985112348,9.053080348,8.416616669,0.962962963,8.239209844,7.445474915,9.331932887999999,9.879275654,10.0,9.164170863999999,10.0,9.114286457999999,10.0,8.470784137,9.396267649,9.238690572000001,7.777901622999999,8.999059498,8.671883897999999
2009,SVK,Slovak Rep,7.42,29.0,1.0,"-4,935620599",4.491176471,8.0,6.5,5.804932715,3.174959003,2.433497793,5.412265412999999,10.0,6.666666667,4.3837171239999995,9.678712962999999,4.59600701,7.206643526000001,1.0,5.950274389,9.692678751,9.515254655,9.676979072,10.0,9.721228119,8.223333333,7.516113607,10.0,6.486894594,8.056585384,9.052411784,7.436140109,6.264918474,7.584490122999999
2009,SVN,Slovenia,7.02,64.0,2.0,"-7,942966922",3.8386824010000002,8.0,2.5,4.57109375,5.4115752939999995,3.961106309,6.041708894,9.166666667000001,7.5,4.228332095,7.174092565,6.177261542,8.400732654,0.9259259259999999,6.212338998,9.193755097999999,9.508731131000001,9.828815977,10.0,9.632825551,8.223333333,7.170587122000001,10.0,5.1258578880000005,7.629944586000001,8.844711872000001,5.9726200160000005,6.344033702999999,7.05378853
2009,ZAF,South Africa,6.82,76.0,3.0,"-1,52634694",4.257052399,8.0,5.5,6.524559096,6.16473932,6.537220427,7.339774152,8.333333332999999,4.166666667,3.925506183,6.653759412,4.052286383,1.7883241719999998,1.0,5.440178894,9.012326085,9.083959562999999,8.575,5.0,7.917821412,7.153022222000001,5.797876832,10.0,4.871892976,6.955698008,9.619668119,6.108214847,6.120506396000001,7.282796454
2009,ESP,Spain,7.27,43.0,2.0,"-3,832364395",3.766214948,7.0,6.0,5.387329945,4.696791146,4.394341622,6.540801086,8.333333332999999,8.333333332999999,5.538282487999999,7.32596394,7.809129286,7.065670892999999,1.0,6.670849681,8.983850076,9.38255739,9.920231826,10.0,9.571659823,8.223333333,7.745579059,10.0,5.460774697000001,7.857421772,9.684322353999999,5.049016495,5.904215959,6.879184936000001
2009,LKA,Sri Lanka,6.35,98.0,3.0,"3,538912053",5.432642433,6.0,6.0,6.6265529789999995,6.087630673,5.257409015,5.69587266,3.333333333,5.0,3.6146434469999997,6.754935978,4.526812747,5.85947034,1.0,5.125567577,9.118710464,8.360219584,9.298318802,0.0,6.694312213,6.311288889,6.23524047,10.0,4.81988156,6.84160273,7.283350017,6.489409618,5.572291177,6.448350271
2009,SDN,Sudan,,,,"3,232140297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SUR,Suriname,,,,"3,01369863",,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,
2009,SWZ,Swaziland,,,,"1,266029631",,0.0,,,,,,,,,,,,0.692307692,,,,,,,,,,,,,,,
2009,SWE,Sweden,7.39,33.0,1.0,"-5,027744594",1.089688728,7.0,1.0,3.2492368710000004,9.258991778,8.271048311,8.803995844,9.166666667000001,10.0,4.740379942,8.881571626,8.542774822,8.000361332999999,1.0,8.407310036,8.688781609,9.650570406,9.944314258,10.0,9.570916568,8.223333333,8.866602038,10.0,5.951896558,8.260457982,9.818480654,5.367293615,7.222709967,7.469494745
2009,CHE,Switzerland,8.26,4.0,1.0,"-1,936830719",6.5352941179999995,10.0,8.0,7.547175028,8.976519565,7.349250923,9.024138351,10.0,8.333333332999999,5.863675786,9.566127705,8.770550579,8.669891206,1.0,8.50594305,7.63104395,9.626734466,9.903884018,10.0,9.290415609,6.186666667000001,7.171073146,10.0,6.207364188,7.3912759999999995,9.087419922,8.45187764,8.131878777,8.55705878
2009,SYR,Syria,5.79,125.0,4.0,,6.849978114,2.0,7.0,6.204252022,3.134779051,3.025720878,5.723256325,3.333333333,8.333333332999999,3.219695307,4.640914488,4.469904392,9.364754941000001,0.5862068970000001,3.987168265,8.996330607,5.785654926,9.415820576,5.0,7.299451527,6.236888888999999,6.188108939,10.0,1.503483172,5.98212025,4.838215013,6.077984571,5.557486054,5.491228546
2009,TJK,Tajikistan,,,,"3,8",,0.0,,,,,,,,,,,,0.9259259259999999,,,,,,,,,,,,,,,
2009,TZA,Tanzania,6.42,96.0,3.0,"6,021952116",5.573529412,4.0,5.5,6.237251562999999,4.176972374,4.326262731,4.421080516,6.666666667,8.333333332999999,6.113920733,7.174026219,4.6800050230000005,6.12399877,0.8888888890000001,5.458497088,7.992380666,9.537955187,7.571554425,5.0,7.525472569,7.068444444,5.781674682999999,10.0,3.255172692,6.526322955,8.246357487000001,5.802256638999999,5.004645247,6.351086457999999
2009,THA,Thailand,6.69,83.0,3.0,"-2,329848588",6.038532895,6.0,7.0,7.08316679,5.533049598,5.122452615,4.852288552,5.833333333,4.166666667,6.107323985,8.548743205,4.647054828,5.988911621000001,0.9259259259999999,5.435372158,8.96828511,9.533650267999999,9.830856782,0.0,7.08319804,7.435511111,7.076576646,10.0,2.915406055,6.8568734529999995,8.956101992999999,5.6966849360000005,6.374894275,7.0092270679999995
2009,TLS,Timor-Leste,,,,"12,76595745",,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2009,TGO,Togo,5.57,129.0,4.0,"3,510296675",8.411764706,4.0,,7.266970807000001,,4.0,,0.0,5.0,3.147057395,0.726753915,,,0.8275862070000001,2.352799998,8.099579885,8.821283454,9.609026186,0.0,6.632472381,7.331155556000001,6.4039354710000005,10.0,0.49524102600000003,6.0575830129999995,7.313141967000001,4.188536406,5.086174016,5.529284129
2009,TTO,Trinidad & Tob.,6.61,86.0,3.0,"-4,391808271",5.773529412,0.0,7.0,5.252646658,6.109104822999999,4.722131678,5.362383188,8.333333332999999,4.166666667,2.9644980469999997,4.637344865,4.0163662030000005,3.169627466,0.974358974,4.769333523,7.8452486839999995,5.806583633,8.605725879,10.0,8.064389549,7.618222222000001,7.1479190589999995,10.0,5.94086204,7.67675083,8.102569236,7.51306456,6.237056042000001,7.284229946
2009,TUN,Tunisia,6.71,81.0,3.0,"3,606653912",5.652941176000001,10.0,5.5,7.050671921,6.31113551,6.6881341679999995,7.307143722,6.666666667,8.333333332999999,4.881959393,7.25779119,7.507143867999999,8.991570482,0.7241379309999999,6.124988346,8.628620081000001,9.366451854,9.233110952999999,0.0,6.807045722000001,5.963111111,7.10005265,7.1551107929999995,4.571273295,6.197386962,8.076477865,6.640190886,7.368424567000001,7.3616977729999995
2009,TUR,Turkey,6.79,77.0,3.0,"-4,825875224",5.8,7.0,7.0,6.3600817439999995,4.006962989,4.169209223999999,5.078840781,3.333333333,7.5,6.157025018,8.900470862999999,4.292781186,5.811243645,0.9259259259999999,5.269533098999999,8.18082549,8.7274312,8.749804674,10.0,8.914515341,6.292888888999999,7.0680752689999995,10.0,6.443032106,7.4509990660000005,6.908643346,4.778033194,6.115443619,5.9340400529999995
2009,UGA,Uganda,7.36,36.0,2.0,"7,251045316",7.845859894,10.0,6.0,8.454039905,3.992210392,4.577573738,4.690827855,3.333333333,5.833333333,4.043606465,7.492882754,5.044946992,4.7016284310000005,0.962962963,4.766765832,7.972063181,8.301844505,7.310552192,10.0,8.396114969,7.0376,5.430822631,10.0,6.158197594,7.156655056,8.602669336,9.238368773,6.169642419,8.003560176
2009,UKR,Ukraine,5.89,119.0,4.0,"-14,8",4.761764706,10.0,7.0,6.407743629,1.663479376,2.105180146,2.661469318,8.333333332999999,6.666666667,5.342976591,6.44107314,3.30234796,6.630269139,0.9285714290000001,4.622870965,7.2031591420000005,7.257509811,6.821086262000001,0.0,5.320438804,8.785155556,4.857432328,10.0,3.098710987,6.6853247179999995,9.005096096,6.0702334979999995,4.2376017,6.437643765
